operation,occupancy
963,545
964,545
965,544
966,545
967,545
968,546
969,547
970,547
971,547
972,548
973,549
974,550
975,551
976,552
977,553
978,554
979,554
980,555
981,556
982,556
983,556
984,556
985,558
986,558
987,559
988,560
989,560
990,561
991,561
992,562
993,563
994,564
995,564
996,564
997,565
998,566
999,566
1000,566
1001,567
1002,568
1003,569
1004,568
1005,567
1006,568
1007,569
1008,570
1009,570
1010,572
1011,571
1012,572
1013,573
1014,572
1015,572
1016,573
1017,573
1018,574
1019,575
1020,576
1021,578
1022,579
1023,580
1024,581
1025,582
1026,583
1027,584
1028,585
1029,586
1030,587
1031,588
1032,589
1033,590
1034,591
1035,592
1036,593
1037,594
1038,595
1039,596
1040,597
1041,598
1042,599
1043,600
1044,601
1045,602
1046,603
1047,604
1048,605
1049,606
1050,607
1051,608
1052,609
1053,610
1054,611
1055,612
1056,613
1057,614
1058,615
1059,616
1060,617
1061,618
1062,619
1063,620
1064,621
1065,622
1066,623
1067,624
1068,625
1069,626
1070,627
1071,628
1072,629
1073,630
1074,631
1075,632
1076,633
1077,634
1078,635
1079,636
1080,637
1081,638
1082,639
1083,640
1084,641
1085,642
1086,643
1087,644
1088,645
1089,646
1090,647
1091,648
1092,649
1093,650
1094,651
1095,652
1096,653
1097,654
1098,655
1099,656
1100,657
1101,658
1102,659
1103,660
1104,661
1105,662
1106,663
1107,664
1108,665
1109,666
1110,667
1111,668
1112,669
1113,670
1114,671
1115,672
1116,673
1117,674
1118,675
1119,676
1120,677
1121,678
1122,679
1123,680
1124,681
1125,682
1126,683
1127,684
1128,685
1129,686
1130,687
1131,688
1132,689
1133,690
1134,691
1135,692
1136,692
1137,693
1138,694
1139,695
1140,696
1141,696
1142,696
1143,697
1144,697
1145,697
1146,697
1147,697
1148,696
1149,695
1150,695
1151,695
1152,695
1153,695
1154,694
1155,694
1156,695
1157,695
1158,694
1159,693
1160,693
1161,693
1162,693
1163,694
1164,694
1165,695
1166,696
1167,696
1168,696
1169,696
1170,696
1171,696
1172,696
1173,697
1174,696
1175,696
1176,696
1177,697
1178,697
1179,697
1180,698
1181,698
1182,698
1183,698
1184,698
1185,698
1186,699
1187,698
1188,698
1189,697
1190,697
1191,697
1192,698
1193,698
1194,698
1195,698
1196,698
1197,699
1198,700
1199,701
1200,701
1201,702
1202,703
1203,703
1204,702
1205,702
1206,703
1207,703
1208,704
1209,703
1210,703
1211,703
1212,703
1213,703
1214,704
1215,705
1216,706
1217,707
1218,708
1219,709
1220,710
1221,711
1222,712
1223,713
1224,714
1225,714
1226,714
1227,714
1228,714
1229,714
1230,714
1231,715
1232,714
1233,713
1234,712
1235,713
1236,712
1237,711
1238,710
1239,709
1240,710
1241,711
1242,712
1243,712
1244,713
1245,713
1246,714
1247,714
1248,713
1249,715
1250,714
1251,714
1252,714
1253,715
1254,715
1255,716
1256,716
1257,716
1258,715
1259,714
1260,713
1261,713
1262,712
1263,712
1264,712
1265,712
1266,712
1267,712
1268,712
1269,712
1270,712
1271,712
1272,712
1273,713
1274,713
1275,713
1276,712
1277,712
1278,712
1279,713
1280,714
1281,715
1282,716
1283,717
1284,718
1285,719
1286,720
1287,721
1288,722
1289,723
1290,723
1291,725
1292,724
1293,723
1294,722
1295,721
1296,721
1297,722
1298,723
1299,723
1300,725
1301,725
1302,725
1303,726
1304,726
1305,727
1306,728
1307,729
1308,730
1309,731
1310,732
1311,732
1312,733
1313,734
1314,734
1315,734
1316,736
1317,736
1318,735
1319,736
1320,736
1321,735
1322,734
1323,735
1324,736
1325,736
1326,736
1327,736
1328,736
1329,737
1330,738
1331,739
1332,740
1333,740
1334,740
1335,742
1336,742
1337,743
1338,744
1339,745
1340,745
1341,744
1342,743
1343,742
1344,741
1345,740
1346,739
1347,738
1348,738
1349,738
1350,738
1351,738
1352,738
1353,738
1354,738
1355,738
1356,738
1357,738
1358,738
1359,738
1360,738
1361,738
1362,738
1363,738
1364,738
1365,738
1366,738
1367,738
1368,739
1369,740
1370,740
1371,740
1372,741
1373,742
1374,742
1375,743
1376,744
1377,745
1378,746
1379,747
1380,748
1381,749
1382,750
1383,751
1384,752
1385,753
1386,754
1387,755
1388,756
1389,757
1390,758
1391,759
1392,760
1393,761
1394,762
1395,762
1396,763
1397,765
1398,764
1399,763
1400,764
1401,765
1402,766
1403,767
1404,767
1405,768
1406,769
1407,770
1408,770
1409,771
1410,772
1411,773
1412,774
1413,775
1414,775
1415,775
1416,775
1417,776
1418,775
1419,775
1420,775
1421,776
1422,777
1423,777
1424,779
1425,779
1426,780
1427,781
1428,782
1429,782
1430,783
1431,783
1432,784
1433,785
1434,785
1435,787
1436,786
1437,785
1438,784
1439,783
1440,784
1441,785
1442,786
1443,786
1444,786
1445,787
1446,788
1447,788
1448,788
1449,788
1450,789
1451,790
1452,790
1453,792
1454,792
1455,793
1456,793
1457,795
1458,795
1459,795
1460,795
1461,795
1462,796
1463,797
1464,798
1465,799
1466,800
1467,799
1468,798
1469,797
1470,797
1471,798
1472,798
1473,799
1474,800
1475,799
1476,798
1477,798
1478,798
1479,799
1480,800
1481,801
1482,801
1483,802
1484,802
1485,803
1486,803
1487,804
1488,804
1489,805
1490,806
1491,807
1492,808
1493,809
1494,809
1495,809
1496,809
1497,809
1498,809
1499,809
1500,810
1501,811
1502,810
1503,809
1504,809
1505,810
1506,810
1507,809
1508,809
1509,809
1510,811
1511,811
1512,812
1513,813
1514,814
1515,815
1516,816
1517,817
1518,818
1519,819
1520,820
1521,821
1522,822
1523,823
1524,824
1525,825
1526,824
1527,824
1528,824
1529,825
1530,824
1531,824
1532,824
1533,823
1534,822
1535,822
1536,823
1537,823
1538,824
1539,825
1540,826
1541,826
1542,826
1543,826
1544,826
1545,826
1546,826
1547,826
1548,826
1549,826
1550,826
1551,826
1552,825
1553,824
1554,824
1555,824
1556,824
1557,824
1558,824
1559,824
1560,824
1561,824
1562,825
1563,825
1564,826
1565,826
1566,826
1567,827
1568,828
1569,829
1570,830
1571,831
1572,831
1573,832
1574,833
1575,833
1576,832
1577,831
1578,830
1579,829
1580,828
1581,827
1582,826
1583,825
1584,824
1585,824
1586,823
1587,823
1588,824
1589,824
1590,825
1591,825
1592,824
1593,823
1594,822
1595,821
1596,820
1597,819
1598,818
1599,817
1600,816
1601,816
1602,816
1603,815
1604,814
1605,813
1606,814
1607,813
1608,814
1609,813
1610,813
1611,813
1612,813
1613,814
1614,814
1615,814
1616,815
1617,815
1618,817
1619,817
1620,816
1621,815
1622,814
1623,815
1624,816
1625,815
1626,816
1627,817
1628,818
1629,819
1630,820
1631,821
1632,821
1633,822
1634,823
1635,823
1636,823
1637,823
1638,825
1639,825
1640,824
1641,824
1642,824
1643,825
1644,826
1645,827
1646,828
1647,829
1648,830
1649,829
1650,828
1651,827
1652,827
1653,828
1654,827
1655,829
1656,828
1657,829
1658,830
1659,829
1660,828
1661,827
1662,828
1663,829
1664,830
1665,830
1666,831
1667,831
1668,832
1669,833
1670,832
1671,832
1672,832
1673,832
1674,834
1675,833
1676,832
1677,832
1678,832
1679,833
1680,834
1681,835
1682,836
1683,837
1684,836
1685,835
1686,834
1687,833
1688,833
1689,833
1690,834
1691,835
1692,836
1693,837
1694,838
1695,839
1696,840
1697,841
1698,842
1699,844
1700,844
1701,845
1702,846
1703,846
1704,846
1705,845
1706,845
1707,845
1708,845
1709,845
1710,845
1711,845
1712,845
1713,846
1714,846
1715,847
1716,848
1717,847
1718,846
1719,846
1720,846
1721,847
1722,848
1723,848
1724,848
1725,848
1726,847
1727,848
1728,848
1729,849
1730,848
1731,847
1732,846
1733,847
1734,848
1735,847
1736,846
1737,845
1738,844
1739,845
1740,846
1741,847
1742,848
1743,848
1744,849
1745,850
1746,850
1747,851
1748,852
1749,851
1750,850
1751,849
1752,850
1753,851
1754,852
1755,852
1756,853
1757,854
1758,855
1759,855
1760,856
1761,857
1762,857
1763,857
1764,857
1765,858
1766,858
1767,858
1768,857
1769,859
1770,858
1771,859
1772,860
1773,859
1774,858
1775,858
1776,858
1777,858
1778,859
1779,859
1780,859
1781,861
1782,861
1783,861
1784,861
1785,862
1786,862
1787,862
1788,864
1789,864
1790,864
1791,865
1792,866
1793,867
1794,868
1795,869
1796,869
1797,870
1798,870
1799,872
1800,872
1801,872
1802,873
1803,873
1804,874
1805,876
1806,876
1807,876
1808,876
1809,877
1810,878
1811,879
1812,880
1813,881
1814,882
1815,883
1816,884
1817,885
1818,886
1819,887
1820,887
1821,887
1822,888
1823,887
1824,887
1825,888
1826,888
1827,888
1828,888
1829,888
1830,890
1831,889
1832,890
1833,891
1834,890
1835,889
1836,890
1837,889
1838,890
1839,891
1840,892
1841,893
1842,893
1843,894
1844,895
1845,896
1846,895
1847,896
1848,897
1849,896
1850,896
1851,896
1852,896
1853,897
1854,898
1855,897
1856,896
1857,895
1858,895
1859,896
1860,896
1861,897
1862,898
1863,899
1864,899
1865,899
1866,900
1867,901
1868,902
1869,903
1870,904
1871,904
1872,904
1873,905
1874,905
1875,905
1876,905
1877,904
1878,905
1879,905
1880,907
1881,907
1882,907
1883,907
1884,907
1885,906
1886,907
1887,907
1888,906
1889,905
1890,904
1891,903
1892,903
1893,903
1894,903
1895,904
1896,903
1897,903
1898,904
1899,903
1900,904
1901,904
1902,905
1903,905
1904,904
1905,904
1906,904
1907,904
1908,905
1909,905
1910,905
1911,906
1912,906
1913,906
1914,905
1915,907
1916,906
1917,906
1918,906
1919,907
1920,908
1921,909
1922,910
1923,911
1924,912
1925,913
1926,914
1927,915
1928,916
1929,917
1930,918
1931,919
1932,920
1933,920
1934,921
1935,921
1936,920
1937,919
1938,919
1939,919
1940,920
1941,922
1942,922
1943,922
1944,923
1945,923
1946,924
1947,925
1948,926
1949,927
1950,928
1951,929
1952,930
1953,931
1954,932
1955,933
1956,934
1957,935
1958,936
1959,935
1960,936
1961,935
1962,936
1963,936
1964,935
1965,935
1966,934
1967,934
1968,934
1969,934
1970,935
1971,935
1972,936
1973,937
1974,938
1975,938
1976,938
1977,937
1978,936
1979,937
1980,938
1981,939
1982,938
1983,937
1984,936
1985,935
1986,935
1987,936
1988,936
1989,937
1990,938
1991,939
1992,940
1993,941
1994,941
1995,941
1996,942
1997,942
1998,942
1999,943
2000,944
2001,945
2002,946
2003,945
2004,946
2005,947
2006,948
2007,949
2008,949
2009,949
2010,949
2011,950
2012,951
2013,951
2014,951
2015,952
2016,953
2017,953
2018,954
2019,956
2020,956
2021,956
2022,957
2023,957
2024,958
2025,958
2026,959
2027,959
2028,959
2029,959
2030,960
2031,961
2032,960
2033,959
2034,959
2035,959
2036,960
2037,961
2038,960
2039,961
2040,961
2041,963
2042,963
2043,963
2044,964
2045,966
2046,967
2047,968
2048,969
2049,970
2050,971
2051,972
2052,973
2053,974
2054,975
2055,976
2056,977
2057,978
2058,979
2059,980
2060,981
2061,982
2062,983
2063,984
2064,985
2065,986
2066,987
2067,988
2068,989
2069,990
2070,991
2071,992
2072,993
2073,994
2074,995
2075,996
2076,997
2077,998
2078,999
2079,1000
2080,1000
2081,999
2082,998
2083,997
2084,996
2085,995
2086,994
2087,993
2088,992
2089,991
2090,990
2091,989
2092,988
2093,987
2094,986
2095,986
2096,986
2097,987
2098,988
2099,989
2100,990
2101,990
2102,990
2103,990
2104,990
2105,989
2106,989
2107,990
2108,990
2109,989
2110,989
2111,989
2112,989
2113,989
2114,988
2115,987
2116,988
2117,987
2118,988
2119,988
2120,988
2121,989
2122,989
2123,988
2124,988
2125,989
2126,990
2127,989
2128,990
2129,989
2130,988
2131,988
2132,988
2133,988
2134,988
2135,989
2136,989
2137,989
2138,989
2139,989
2140,989
2141,989
2142,989
2143,989
2144,991
2145,991
2146,992
2147,992
2148,992
2149,992
2150,992
2151,992
2152,992
2153,993
2154,993
2155,993
2156,994
2157,995
2158,996
2159,996
2160,996
2161,996
2162,996
2163,998
2164,998
2165,999
2166,1000
2167,999
2168,998
2169,997
2170,996
2171,995
2172,994
2173,994
2174,994
2175,995
2176,995
2177,996
2178,996
2179,996
2180,996
2181,997
2182,998
2183,999
2184,1000
2185,1000
2186,999
2187,998
2188,997
2189,996
2190,995
2191,994
2192,993
2193,992
2194,992
2195,993
2196,993
2197,995
2198,994
2199,993
2200,994
2201,995
2202,996
2203,996
2204,996
2205,997
2206,998
2207,999
2208,1000
2209,1000
2210,1000
2211,1000
2212,999
2213,998
2214,997
2215,996
2216,995
2217,994
2218,993
2219,993
2220,994
2221,995
2222,995
2223,996
2224,997
2225,998
2226,999
2227,999
2228,1000
2229,1000
2230,999
2231,1000
2232,1000
2233,1000
2234,999
2235,998
2236,997
2237,996
2238,995
2239,994
2240,994
2241,994
2242,996
2243,995
2244,994
2245,993
2246,993
2247,994
2248,994
2249,995
2250,995
2251,996
2252,997
2253,997
2254,998
2255,999
2256,1000
2257,1000
2258,1000
2259,1000
2260,999
2261,998
2262,997
2263,996
2264,995
2265,995
2266,996
2267,997
2268,998
2269,998
2270,999
2271,999
2272,1000
2273,1000
2274,999
2275,998
2276,997
2277,996
2278,995
2279,995
2280,994
2281,995
2282,996
2283,997
2284,998
2285,999
2286,1000
2287,1000
2288,999
2289,998
2290,997
2291,996
2292,995
2293,994
2294,993
2295,993
2296,994
2297,994
2298,994
2299,995
2300,995
2301,995
2302,995
2303,994
2304,993
2305,993
2306,993
2307,994
2308,993
2309,993
2310,993
2311,993
2312,993
2313,993
2314,993
2315,993
2316,993
2317,993
2318,993
2319,994
2320,994
2321,993
2322,992
2323,993
2324,994
2325,995
2326,996
2327,997
2328,997
2329,998
2330,997
2331,996
2332,996
2333,996
2334,998
2335,997
2336,997
2337,996
2338,995
2339,994
2340,993
2341,993
2342,993
2343,993
2344,993
2345,993
2346,993
2347,993
2348,993
2349,993
2350,993
2351,993
2352,993
2353,995
2354,994
2355,993
2356,993
2357,994
2358,993
2359,994
2360,994
2361,995
2362,995
2363,996
2364,996
2365,997
2366,998
2367,998
2368,999
2369,999
2370,1000
2371,1000
2372,999
2373,998
2374,997
2375,996
2376,995
2377,996
2378,995
2379,995
2380,995
2381,997
2382,996
2383,997
2384,998
2385,999
2386,1000
2387,1000
2388,1000
2389,1000
2390,999
2391,998
2392,997
2393,996
2394,995
2395,994
2396,995
2397,995
2398,996
2399,997
2400,998
2401,999
2402,1000
2403,1000
2404,999
2405,998
2406,997
2407,996
2408,995
2409,994
2410,993
2411,992
2412,991
2413,992
2414,992
2415,991
2416,991
2417,990
2418,990
2419,990
2420,991
2421,992
2422,993
2423,994
2424,993
2425,993
2426,994
2427,994
2428,995
2429,996
2430,997
2431,997
2432,998
2433,998
2434,999
2435,1000
2436,999
2437,1000
2438,1000
2439,1000
2440,1000
2441,1000
2442,999
2443,998
2444,997
2445,996
2446,995
2447,994
2448,995
2449,995
2450,996
2451,997
2452,998
2453,999
2454,1000
2455,1000
2456,999
2457,998
2458,997
2459,996
2460,995
2461,994
2462,993
2463,992
2464,993
2465,993
2466,994
2467,995
2468,994
2469,994
2470,995
2471,995
2472,994
2473,993
2474,993
2475,994
2476,994
2477,995
2478,996
2479,997
2480,998
2481,999
2482,1000
2483,999
2484,1000
2485,999
2486,1000
2487,1000
2488,999
2489,998
2490,997
2491,996
2492,995
2493,996
2494,996
2495,997
2496,998
2497,998
2498,1000
2499,999
2500,998
2501,999
2502,1000
2503,1000
2504,999
2505,998
2506,997
2507,996
2508,995
2509,994
2510,993
2511,993
2512,993
2513,994
2514,994
2515,995
2516,996
2517,997
2518,998
2519,999
2520,1000
2521,1000
2522,999
2523,998
2524,997
2525,996
2526,995
2527,994
2528,993
2529,993
2530,993
2531,992
2532,993
2533,994
2534,994
2535,995
2536,995
2537,995
2538,996
2539,997
2540,997
2541,998
2542,998
2543,999
2544,1000
2545,1000
2546,999
2547,998
2548,997
2549,996
2550,995
2551,994
2552,994
2553,995
2554,996
2555,997
2556,996
2557,995
2558,994
2559,994
2560,994
2561,995
2562,995
2563,995
2564,994
2565,994
2566,995
2567,995
2568,997
2569,997
2570,998
2571,999
2572,1000
2573,1000
2574,1000
2575,1000
2576,999
2577,998
2578,997
2579,996
2580,995
2581,994
2582,994
2583,995
2584,995
2585,994
2586,994
2587,995
2588,996
2589,997
2590,998
2591,999
2592,1000
2593,1000
2594,999
2595,998
2596,997
2597,996
2598,995
2599,994
2600,993
2601,993
2602,992
2603,993
2604,994
2605,993
2606,994
2607,995
2608,996
2609,997
2610,996
2611,995
2612,996
2613,997
2614,998
2615,999
2616,999
2617,1000
2618,1000
2619,1000
2620,999
2621,998
2622,997
2623,996
2624,995
2625,994
2626,994
2627,995
2628,996
2629,997
2630,998
2631,997
2632,998
2633,999
2634,1000
2635,1000
2636,999
2637,998
2638,997
2639,996
2640,995
2641,994
2642,993
2643,992
2644,993
2645,993
2646,994
2647,994
2648,995
2649,995
2650,995
2651,996
2652,997
2653,998
2654,998
2655,999
2656,1000
2657,1000
2658,999
2659,998
2660,997
2661,996
2662,995
2663,995
2664,994
2665,994
2666,994
2667,995
2668,994
2669,993
2670,992
2671,992
2672,992
2673,994
2674,994
2675,995
2676,995
2677,995
2678,996
2679,997
2680,998
2681,999
2682,1000
2683,1000
2684,999
2685,998
2686,997
2687,996
2688,995
2689,994
2690,993
2691,993
2692,994
2693,995
2694,995
2695,996
2696,995
2697,996
2698,996
2699,996
2700,997
2701,997
2702,998
2703,999
2704,1000
2705,999
2706,998
2707,998
2708,999
2709,999
2710,1000
2711,1000
2712,999
2713,998
2714,997
2715,996
2716,995
2717,994
2718,994
2719,994
2720,995
2721,995
2722,996
2723,997
2724,998
2725,999
2726,1000
2727,1000
2728,999
2729,999
2730,1000
2731,1000
2732,999
2733,998
2734,997
2735,996
2736,995
2737,994
2738,994
2739,995
2740,996
2741,996
2742,997
2743,997
2744,997
2745,999
2746,998
2747,997
2748,996
2749,995
2750,996
2751,997
2752,998
2753,998
2754,998
2755,999
2756,1000
2757,1000
2758,999
2759,998
2760,997
2761,996
2762,995
2763,995
2764,996
2765,997
2766,996
2767,997
2768,998
2769,998
2770,998
2771,999
2772,1000
2773,1000
2774,999
2775,998
2776,997
2777,996
2778,995
2779,994
2780,994
2781,995
2782,995
2783,996
2784,996
2785,997
2786,997
2787,998
2788,999
2789,1000
2790,999
2791,1000
2792,999
2793,999
2794,1000
2795,1000
2796,999
2797,998
2798,997
2799,996
2800,995
2801,994
2802,993
2803,992
2804,992
2805,993
2806,994
2807,994
2808,994
2809,995
2810,995
2811,996
2812,996
2813,997
2814,998
2815,999
2816,1000
2817,1000
2818,999
2819,1000
2820,1000
2821,1000
2822,999
2823,998
2824,997
2825,996
2826,995
2827,995
2828,996
2829,997
2830,997
2831,998
2832,999
2833,999
2834,1000
2835,1000
2836,999
2837,998
2838,997
2839,996
2840,995
2841,994
2842,993
2843,992
2844,991
2845,992
2846,992
2847,992
2848,992
2849,993
2850,994
2851,993
2852,994
2853,995
2854,996
2855,996
2856,996
2857,996
2858,995
2859,994
2860,994
2861,994
2862,994
2863,994
2864,993
2865,993
2866,993
2867,993
2868,994
2869,994
2870,995
2871,995
2872,996
2873,997
2874,998
2875,999
2876,1000
2877,1000
2878,1000
2879,1000
2880,1000
2881,1000
2882,999
2883,998
2884,997
2885,996
2886,995
2887,994
2888,994
2889,995
2890,995
2891,996
2892,997
2893,998
2894,998
2895,998
2896,997
2897,996
2898,995
2899,994
2900,994
2901,994
2902,996
2903,995
2904,994
2905,993
2906,993
2907,993
2908,994
2909,995
2910,994
2911,993
2912,992
2913,993
2914,993
2915,994
2916,995
2917,995
2918,995
2919,995
2920,994
2921,993
2922,993
2923,994
2924,995
2925,995
2926,996
2927,997
2928,998
2929,999
2930,998
2931,998
2932,998
2933,999
2934,1000
2935,1000
2936,1000
2937,1000
2938,999
2939,998
2940,997
2941,996
2942,996
2943,996
2944,995
2945,996
2946,996
2947,997
2948,997
2949,998
2950,998
2951,999
2952,1000
2953,1000
2954,1000
2955,1000
2956,999
2957,998
2958,997
2959,996
2960,995
2961,994
2962,994
2963,995
2964,996
2965,996
2966,996
2967,997
2968,998
2969,999
2970,999
2971,1000
2972,1000
2973,1000
2974,1000
